"math1" "math2" "math3" "exp1" "exp2" "exp3" "intrinsic1" "intrinsic2" "intrinsic3"
-1.3529823750991 -1.34676002611093 -1.49092500325705 0.155416666666667 -0.117083333333333 -0.56625 -1.21125 -1.26 -0.78
0.737666740513338 0.621323119982504 0.692336051793847 0.822083333333333 -0.117083333333333 0.43375 -1.54458333333333 -1.59333333333333 -1.44666666666667
1.44578159590417 1.05064182866113 1.41004049155614 0.48875 0.21625 0.43375 0.78875 1.07333333333333 0.22
0.138700123059702 -0.393927184553047 -0.353128290597681 1.15541666666667 -0.117083333333333 0.100416666666666 -1.21125 -0.593333333333333 0.22
-0.427555910655011 -0.343164054134621 0.278285997264659 -0.51125 0.882916666666667 0.100416666666666 -0.21125 -0.26 -0.446666666666667
1.61970847591451 1.76374146480089 1.65232564320399 0.822083333333333 1.21625 1.10041666666667 0.78875 0.406666666666667 0.553333333333333
-1.18181952087698 -1.22688271670106 -1.22546551571472 -1.84458333333333 -0.78375 -1.56625 -1.54458333333333 -1.59333333333333 -1.44666666666667
-1.02744375453825 -0.755756175110913 -1.0525349315721 -0.844583333333333 0.21625 0.100416666666666 1.12208333333333 0.74 1.22
-0.208112406235945 -0.396614152384593 -0.87533645180426 -0.177916666666667 -0.450416666666666 -0.56625 0.455416666666667 0.0733333333333333 0.22
1.01834800954162 0.572120446842085 0.892939488272412 0.155416666666667 0.21625 0.100416666666666 0.455416666666667 0.406666666666667 0.553333333333333
-1.36534801501965 -1.55734888209271 -1.66795233934067 -0.177916666666667 0.21625 -0.56625 -0.877916666666666 -0.593333333333333 -0.113333333333333
0.835847694646238 0.881181492043457 0.55491613651451 0.155416666666667 -0.450416666666666 -0.56625 0.455416666666667 0.0733333333333333 -0.113333333333333
-0.621927988312834 -0.652706960025404 -0.482146532032935 -0.844583333333333 -1.78375 -1.23291666666667 -1.21125 0.0733333333333333 -0.446666666666667
-1.46802618498623 -2.06568883973378 -2.06414749989115 -1.51125 -1.45041666666667 -1.23291666666667 -0.877916666666666 -0.593333333333333 -1.44666666666667
1.026659606373 1.1958753266247 1.29148599378109 0.48875 0.549583333333334 1.10041666666667 1.45541666666667 1.40666666666667 1.55333333333333
0.518125407761039 1.01990768203739 0.505778504426444 1.15541666666667 0.549583333333334 1.10041666666667 -0.544583333333333 -0.593333333333333 -0.113333333333333
0.185618915078179 0.67283512792707 0.726354737975939 -1.17791666666667 -1.78375 -1.23291666666667 -1.54458333333333 -0.926666666666667 -0.78
0.894186067697986 0.948070451858094 0.736561295934853 1.15541666666667 1.21625 1.43375 1.45541666666667 1.40666666666667 1.55333333333333
1.1163204865299 1.24955505698814 1.4267945884176 0.822083333333333 0.882916666666667 1.43375 1.12208333333333 0.74 1.22
0.32638187462239 0.681331161207039 0.0423919338025307 -0.51125 -1.45041666666667 -1.23291666666667 -1.21125 -0.926666666666667 -1.44666666666667
1.17704624051193 0.902399688617417 0.845142677616968 0.48875 0.549583333333334 -0.232916666666667 -0.21125 -0.593333333333333 -0.113333333333333
0.584532943557447 0.332293779615811 -0.0639732782214235 -0.51125 -0.450416666666666 -1.23291666666667 0.122083333333333 -0.26 -0.113333333333333
0.803966052994233 0.922979860468081 1.04477132386666 -0.177916666666667 0.21625 0.43375 0.122083333333333 0.406666666666667 0.22
0.672860724986852 0.522581311192291 0.411927469048634 1.15541666666667 1.21625 1.43375 0.78875 0.406666666666667 0.22
0.122474595219033 0.408662606123904 0.360349628935566 -0.177916666666667 -0.450416666666666 -0.232916666666667 0.455416666666667 0.406666666666667 0.553333333333333
1.5525842638398 1.50118157325978 1.47011944751662 1.15541666666667 1.21625 1.43375 1.45541666666667 1.40666666666667 1.55333333333333
